Id,Name,Property_type,Room_type,Min_nights,Max_nights,Cancellation_policy,Accomodates,Total_bedrooms,Total_beds,Price,Security_deposit,Cleaning_fee,Extra_people,Guests_included,No_of_reviews,Review_scores,Host_id,Host_name,Availability_30,Availability_60,Availability_90,Availability_365,Country,Longitude,Latitude,City
10057826,Deluxe Loft Suite,Apartment,Entire home/apt,3,1125,strict_14_with_grace_period,4,1.3226863226863228,2.0,205,271.6562150055991,116.97643732327991,0.0,1.0,5,94,47554473,Mae,30,31,31,243,United States,-73.94472,40.72778,Brooklyn
10051164,Catete's Colonial Big Hause Room B,House,Private room,2,1125,strict_14_with_grace_period,8,1.0,8.0,250,1204.209631728045,154.4988066825776,40.0,4.0,1,95,51326285,Beatriz,10,10,21,296,Brazil,-43.18015675229857,-22.92638234778768,Rio de Janeiro
10009999,Horto flat with small garden,Apartment,Entire home/apt,2,1125,flexible,4,1.0,2.0,317,1204.209631728045,154.4988066825776,0.0,1.0,0,95,1282196,Ynaie,0,0,0,0,Brazil,-43.23074991429229,-22.966253551739655,Rio de Janeiro
10021707,Private Room in Bushwick,Apartment,Private room,14,1125,flexible,1,1.3226863226863228,1.0,40,271.6562150055991,116.97643732327991,0.0,1.0,1,94,11275734,Josh,0,0,0,0,United States,-73.93615,40.69791,Brooklyn
10057447,Modern Spacious 1 Bedroom Loft,Apartment,Entire home/apt,1,1125,flexible,4,1.0,2.0,50,324.84578313253013,50.470715835141,31.0,1.0,0,93,51612949,Konstantin,0,0,0,0,Canada,-73.59111,45.51889,Montreal
1001265,Ocean View Waikiki Marina w/prkg,Condominium,Entire home/apt,3,365,strict_14_with_grace_period,2,1.3226863226863228,1.0,115,271.6562150055991,116.97643732327991,0.0,1.0,96,94,5448114,David,16,46,76,343,United States,-157.83919,21.28634,Honolulu
1003530,New York City - Upper West Side Apt,Apartment,Private room,12,360,strict_14_with_grace_period,2,1.3226863226863228,1.0,135,271.6562150055991,116.97643732327991,0.0,1.0,70,94,454250,Greta,0,0,0,93,United States,-73.96523,40.79962,New York
10083468,Be Happy in Porto,Loft,Entire home/apt,2,1125,moderate,2,1.5324909747292421,2.408679927667269,30,83.85128205128206,19.04387990762125,0.0,1.0,178,94,27518920,Fábio,16,40,67,335,Portugal,-8.61123,41.15225,Porto
10038496,Copacabana Apartment Posto 6,Apartment,Entire home/apt,3,75,strict_14_with_grace_period,4,1.0,3.0,119,1204.209631728045,154.4988066825776,40.0,3.0,70,95,51530266,Ana Valéria,7,19,33,118,Brazil,-43.190849194463404,-22.984339360067814,Rio de Janeiro
10059244,Ligne verte - à 15 min de métro du centre ville.,Apartment,Entire home/apt,2,1125,moderate,2,0.0,1.0,43,324.84578313253013,50.470715835141,12.0,1.0,0,93,7140229,Caro,0,0,0,32,Canada,-73.54949,45.54548,Montreal
10006546,Ribeira Charming Duplex,House,Entire home/apt,2,30,moderate,8,1.5324909747292421,2.408679927667269,80,83.85128205128206,19.04387990762125,15.0,6.0,51,94,51399391,Ana&Gonçalo,28,47,74,239,Portugal,-8.61308,41.1413,Porto
10030955,Apt Linda Vista Lagoa - Rio,Apartment,Private room,1,1125,flexible,2,1.0,1.0,701,1204.209631728045,154.4988066825776,0.0,1.0,0,95,51496939,Livia,28,58,88,363,Brazil,-43.205047082633435,-22.971950988341874,Rio de Janeiro
10059872,"Soho Cozy, Spacious and Convenient",Apartment,Entire home/apt,4,20,flexible,3,1.0,1.7395659432387311,699,1424.055718475073,179.45801526717557,0.0,1.0,3,91,51624384,Giovanni,0,0,0,0,Hong Kong,114.15027,22.28158,Hong Kong
10047964,Charming Flat in Downtown Moda,House,Entire home/apt,2,1125,flexible,6,1.3490136570561457,1.9816232771822357,527,726.4401913875598,82.5373665480427,211.0,1.0,1,92,1241644,Zeynep,27,57,87,362,Turkey,29.03133,40.98585,Kadikoy
10066928,3 chambres au coeur du Plateau,Apartment,Entire home/apt,1,1125,flexible,6,3.0,3.0,140,324.84578313253013,50.470715835141,0.0,1.0,0,93,9036477,Margaux,0,0,0,0,Canada,-73.57383,45.52233,Montreal
10082422,Nice room in Barcelona Center,Apartment,Private room,1,9,flexible,2,1.0,2.0,50,242.726862302483,43.026209677419345,0.0,1.0,0,91,30393403,Anna,0,0,0,0,Spain,2.16942,41.40082,Barcelona
10069642,Ótimo Apto proximo Parque Olimpico,Apartment,Entire home/apt,15,20,strict_14_with_grace_period,5,2.0,2.0,858,1204.209631728045,154.4988066825776,75.0,1.0,0,95,51670240,Jonathan,0,0,0,0,Brazil,-43.4311123147628,-23.00035792660916,Rio de Janeiro
10082307,Double Room en-suite (307),Apartment,Private room,1,1125,strict_14_with_grace_period,2,1.0,1.7395659432387311,361,1424.055718475073,179.45801526717557,130.0,2.0,0,91,51289938,Ken,30,60,90,365,Hong Kong,114.17158,22.30469,Hong Kong
10091713,Surry Hills Studio - Your Perfect Base in Sydney,Apartment,Entire home/apt,10,21,strict_14_with_grace_period,2,1.5599343185550083,2.0148026315789473,181,433.06265060240975,90.51914893617023,0.0,1.0,64,93,13764143,Ben,0,0,0,0,Australia,151.21554,-33.88029,Surry Hills
10133554,Double and triple rooms Blue mosque,Bed and breakfast,Private room,1,1125,moderate,3,1.3490136570561457,1.9816232771822357,121,726.4401913875598,82.5373665480427,0.0,1.0,29,92,52004703,Mehmet Emin,30,60,90,365,Turkey,28.98009,41.0062,Fatih
10220130,Cozy aptartment in Recreio (near Olympic Venues),Apartment,Entire home/apt,2,30,flexible,6,3.0,3.0,746,1204.209631728045,154.4988066825776,187.0,4.0,0,95,31553171,José Augusto,0,0,0,0,Brazil,-43.45296045334386,-23.008710784460312,Rio de Janeiro
10109896,THE Place to See Sydney's FIREWORKS,House,Entire home/apt,2,1125,moderate,2,1.5599343185550083,2.0148026315789473,250,433.06265060240975,90.51914893617023,0.0,1.0,0,93,6517277,Kristin,0,0,0,0,Australia,151.17956,-33.86296,Rozelle
10120414,The LES Apartment,Apartment,Entire home/apt,3,1125,flexible,3,1.3226863226863228,1.0,150,271.6562150055991,116.97643732327991,0.0,1.0,0,94,33231070,Mert,0,0,0,0,United States,-73.98944,40.72063,New York
10115921,GOLF ROYAL RESİDENCE TAXİM(1+1):3,Serviced apartment,Entire home/apt,1,1125,strict_14_with_grace_period,4,1.3490136570561457,1.9816232771822357,838,726.4401913875598,82.5373665480427,0.0,1.0,3,92,51471538,Ahmet,30,60,90,365,Turkey,28.98713,41.04841,Sisli
10112159,Downtown Oporto Inn (room cleaning),Hostel,Private room,1,1125,moderate,2,1.5324909747292421,2.408679927667269,40,83.85128205128206,19.04387990762125,25.0,2.0,0,94,2649859,Elisabete,30,60,87,359,Portugal,-8.60867,41.1543,Porto
10084023,City center private room with bed,Guesthouse,Private room,1,500,strict_14_with_grace_period,1,1.0,1.7395659432387311,181,1424.055718475073,179.45801526717557,100.0,1.0,81,91,51744313,Yi,14,24,40,220,Hong Kong,114.1669,22.3314,Hong Kong
10108388,Sydney Hyde Park City Apartment (checkin from 6am),Apartment,Entire home/apt,2,30,moderate,2,1.5599343185550083,2.0148026315789473,185,433.06265060240975,90.51914893617023,0.0,1.0,109,93,16187044,Desireé,5,16,35,265,Australia,151.21346,-33.87603,Darlinghurst
10215858,Cozy Queen Guest Room&My,Apartment,Private room,1,500,strict_14_with_grace_period,2,1.0,1.7395659432387311,330,1424.055718475073,179.45801526717557,0.0,1.0,9,91,52473150,Danny,20,50,80,135,Hong Kong,114.17034,22.31655,Hong Kong
10233856,Twin Bed room+MTR Mongkok shopping&My,Apartment,Private room,1,500,strict_14_with_grace_period,3,1.0,1.7395659432387311,400,1424.055718475073,179.45801526717557,0.0,1.0,22,91,52473150,Danny,30,60,90,145,Hong Kong,114.17073,22.31723,Hong Kong
10240767,Cozy double bed room 東涌鄉村雅緻雙人房,Guesthouse,Private room,1,1125,moderate,2,1.0,1.7395659432387311,487,1424.055718475073,179.45801526717557,0.0,1.0,162,91,52491634,Ricky,18,41,67,339,Hong Kong,113.92823,22.27671,Hong Kong
10201975,Ipanema: moderno apê 2BR + garagem,Apartment,Entire home/apt,4,1125,strict_14_with_grace_period,4,2.0,2.0,298,1204.209631728045,154.4988066825776,50.0,2.0,24,95,2537111,Barbara,24,54,84,174,Brazil,-43.1998455458952,-22.980051683700506,Rio de Janeiro
10166986,Resort-like living in Williamsburg,Apartment,Entire home/apt,5,1125,strict_14_with_grace_period,4,1.3226863226863228,2.0,220,271.6562150055991,116.97643732327991,0.0,1.0,1,94,14461742,Mohammed,0,0,0,0,United States,-73.93869,40.71552,Brooklyn
10133350,2 bedroom Upper east side,Apartment,Entire home/apt,2,7,strict_14_with_grace_period,5,1.3226863226863228,2.0,275,271.6562150055991,116.97643732327991,0.0,1.0,9,94,52004369,Chelsea,0,0,0,0,United States,-73.95854,40.7664,New York
10228731,Quarto inteiro na Tijuca,Apartment,Private room,1,15,flexible,1,1.0,1.0,149,1204.209631728045,154.4988066825776,0.0,1.0,1,95,12673423,Gilberto,28,58,88,178,Brazil,-43.247421907135774,-22.936203246553816,Rio de Janeiro
10116578,Apartamento zona sul do RJ,Apartment,Entire home/apt,1,1125,flexible,5,3.0,3.0,933,1204.209631728045,154.4988066825776,0.0,1.0,0,95,51915770,Luiz Rodrigo,30,60,90,365,Brazil,-43.1825954762751,-22.930541460367934,Rio de Janeiro
10213499,Great studio opp. Narrabeen Lake,Apartment,Entire home/apt,1,1125,moderate,2,1.5599343185550083,2.0148026315789473,117,433.06265060240975,90.51914893617023,20.0,1.0,61,93,634664,Tracy,0,0,25,26,Australia,151.29792,-33.71472,Narrabeen
10209136,"Friendly Apartment, 10m from Manly",Apartment,Private room,1,1125,flexible,2,1.5599343185550083,2.0148026315789473,36,433.06265060240975,90.51914893617023,20.0,2.0,4,93,52453573,Isaac,0,0,0,0,Australia,151.26969,-33.79629,Fairlight
10264100,Your spot in Copacabana,Apartment,Entire home/apt,2,15,strict_14_with_grace_period,6,2.0,5.0,798,1204.209631728045,154.4988066825776,20.0,4.0,8,95,52772199,Ana Lúcia,11,41,71,247,Brazil,-43.17714541632985,-22.96270793328072,Rio de Janeiro
10140368,A bedroom far away from home,Apartment,Private room,1,10,strict_14_with_grace_period,2,1.3226863226863228,1.0,45,271.6562150055991,116.97643732327991,10.0,1.0,239,94,1017772,Lane,20,29,29,34,United States,-73.82257,40.71485,Queens
10096773,Easy 1 Bedroom in Chelsea,Apartment,Entire home/apt,2,1125,flexible,2,1.3226863226863228,1.0,145,271.6562150055991,116.97643732327991,0.0,1.0,1,94,34607505,Scott,0,0,0,0,United States,-74.00074,40.74577,New York
10092679,Cozy house at Beyoğlu,Apartment,Private room,2,1125,flexible,2,1.3490136570561457,1.9816232771822357,58,726.4401913875598,82.5373665480427,60.0,1.0,27,92,21331922,Ali,3,19,37,37,Turkey,28.95825,41.03777,Beyoglu
10117617,A Casa Alegre é um apartamento T1.,Apartment,Entire home/apt,7,180,moderate,2,1.5324909747292421,2.408679927667269,40,83.85128205128206,19.04387990762125,0.0,2.0,12,94,51920973,Manuela,0,0,0,46,Portugal,-8.75383,41.3596,Vila do Conde
10116256,GOLF ROYAL RESIDENCE SUİTES(2+1)-2,Serviced apartment,Entire home/apt,1,1125,moderate,6,1.3490136570561457,1.9816232771822357,997,726.4401913875598,82.5373665480427,0.0,1.0,0,92,51471538,Ahmet,30,60,90,365,Turkey,28.98818,41.04772,Sisli
10166883,Large railroad style 3 bedroom apt in Manhattan!,Apartment,Entire home/apt,3,6,strict_14_with_grace_period,9,1.3226863226863228,4.0,180,271.6562150055991,116.97643732327991,19.0,4.0,22,94,35215309,Vick,0,0,0,0,United States,-73.93943,40.79805,New York
10227000,"LAHAINA, MAUI! RESORT/CONDO BEACHFRONT!! SLEEPS 4!",Condominium,Entire home/apt,1,1125,strict_14_with_grace_period,4,1.3226863226863228,2.0,499,271.6562150055991,116.97643732327991,0.0,1.0,1,94,12057949,Holly,30,60,90,365,United States,-156.68012,20.96996,Lahaina
10138784,Room Close to LGA and 35 mins to Times Square,Apartment,Private room,2,1125,strict_14_with_grace_period,2,1.3226863226863228,1.0,46,271.6562150055991,116.97643732327991,10.0,1.0,123,94,52031360,Cheer,30,60,90,365,United States,-73.88025,40.74953,Queens
1016739,Private Room (2)  in Guest House at Coogee Beach,House,Private room,3,365,strict_14_with_grace_period,2,1.5599343185550083,2.0148026315789473,64,433.06265060240975,90.51914893617023,0.0,1.0,8,93,5595776,David,0,0,19,20,Australia,151.25541,-33.92398,Coogee
10184012,Apto semi mobiliado,Apartment,Entire home/apt,1,1125,flexible,2,2.0,2.0,380,1204.209631728045,154.4988066825776,0.0,1.0,0,95,52299431,Ricardo,30,60,90,365,Brazil,-43.24277868091869,-22.915009354482486,Rio de Janeiro
10141950,"Big, Bright & Convenient Sheung Wan",Apartment,Entire home/apt,2,1125,moderate,2,0.0,1.7395659432387311,966,1424.055718475073,179.45801526717557,0.0,1.0,1,91,11435086,Regg,0,0,0,0,Hong Kong,114.15007,22.28422,Hong Kong
1019168,"Cozy Nest, heart of the Plateau",Apartment,Private room,2,120,strict_14_with_grace_period,1,1.0,1.0,34,324.84578313253013,50.470715835141,10.0,1.0,62,93,39300,Lilou,0,0,0,0,Canada,-73.58774,45.52028,Montreal
1022200,"Kailua-Kona, Kona Coast II 2b condo",Apartment,Entire home/apt,7,7,strict_14_with_grace_period,6,1.3226863226863228,3.0,135,271.6562150055991,116.97643732327991,0.0,1.0,1,94,3393610,Daniel,0,13,43,196,United States,-155.96445,19.5702,Kailua-Kona
10186755,Roof double bed private room,Loft,Private room,1,1125,flexible,2,1.3490136570561457,1.9816232771822357,185,726.4401913875598,82.5373665480427,0.0,1.0,0,92,52316085,Mustafa,30,60,90,365,Turkey,29.03693,41.12452,Istanbul
10199760,Uygun nezih daire,Apartment,Entire home/apt,1,1125,flexible,4,1.3490136570561457,1.9816232771822357,264,726.4401913875598,82.5373665480427,53.0,1.0,0,92,37417314,Yaşar,30,60,90,365,Turkey,28.89964,40.99667,Zeytinburnu
10527212,位於深水埗地鐵站的溫馨公寓,Apartment,Private room,1,1125,strict_14_with_grace_period,4,1.0,1.7395659432387311,353,1424.055718475073,179.45801526717557,50.0,1.0,18,91,16313394,Aaron,30,60,90,365,Hong Kong,114.16262,22.32733,Sham Shui Po
10448594,Where Castles and Art meet the Sea,Apartment,Entire home/apt,5,1125,moderate,4,1.5324909747292421,2.408679927667269,80,83.85128205128206,19.04387990762125,0.0,1.0,13,94,53059934,Jose,0,0,0,27,Portugal,-8.68887,41.17544,Matosinhos
103161,Cozy Art Top Floor Apt in PRIME Williamsburg!,Apartment,Entire home/apt,2,300,strict_14_with_grace_period,2,1.3226863226863228,2.0,175,271.6562150055991,116.97643732327991,300.0,2.0,117,94,465278,Ade,28,58,88,363,United States,-73.96053,40.71577,Brooklyn
10359729,,Apartment,Private room,1,1125,flexible,4,1.3490136570561457,1.9816232771822357,105,726.4401913875598,82.5373665480427,0.0,1.0,0,92,53319251,Seda,0,0,0,0,Turkey,29.05108,41.08835,Istanbul
10383490,Quarto Taquara - Jacarepaguá,Apartment,Private room,2,1125,strict_14_with_grace_period,2,1.0,1.0,101,1204.209631728045,154.4988066825776,20.0,1.0,1,95,3026612,Luana,30,60,90,365,Brazil,-43.37035220190699,-22.91636184358952,Rio de Janeiro
10415637,(1) Beach Guest House - Go Make A Trip,Bed and breakfast,Private room,1,1125,flexible,2,1.0,1.0,112,1204.209631728045,154.4988066825776,0.0,2.0,11,95,4765935,Rafael,24,45,60,309,Brazil,-43.353970672578306,-23.008991691724663,Rio de Janeiro
10581101,Grand apartment Sagrada Familia,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,8,4.0,6.0,169,242.726862302483,43.026209677419345,0.0,10.0,77,91,54320669,Alexandra Y Juan,19,32,48,211,Spain,2.18146,41.39716,Barcelona
10742116,"Nişantaşı, safe, quality area.Very close to metro.",Apartment,Entire home/apt,5,1125,strict_14_with_grace_period,4,1.3490136570561457,1.9816232771822357,417,726.4401913875598,82.5373665480427,0.0,1.0,6,92,19354362,Enis,10,10,22,297,Turkey,28.99363,41.05261,Sisli
10324377,Suíte em local tranquilo e seguro,House,Private room,1,1125,moderate,1,1.0,1.0,101,1204.209631728045,154.4988066825776,50.0,1.0,0,95,53127432,Renato,22,52,82,357,Brazil,-43.33496705036137,-22.948365490450556,Rio de Janeiro
10381879,Pousada das Colonias,Bed and breakfast,Private room,1,1125,strict_14_with_grace_period,2,1.0,1.0,138,1204.209631728045,154.4988066825776,70.0,2.0,9,95,48463017,Lidia Maria,28,58,88,347,Brazil,-43.3089745798612,-23.004633399469007,Rio de Janeiro
10392282,Banyan Bungalow,Bungalow,Entire home/apt,2,300,flexible,2,1.3226863226863228,1.0,100,271.6562150055991,116.97643732327991,20.0,1.0,99,94,53507053,Bobby,12,27,53,321,United States,-158.1602,21.57561,Waialua
1042446,March 2019 availability! Oceanview on Sugar Beach!,Condominium,Entire home/apt,4,1125,strict_14_with_grace_period,4,1.3226863226863228,3.0,229,271.6562150055991,116.97643732327991,0.0,1.0,19,94,5738969,Gage,5,26,35,228,United States,-156.46881,20.78621,Kihei
10752737,HUGE Bedroom in Lower East Side,Apartment,Private room,7,1125,flexible,1,1.3226863226863228,1.0,90,271.6562150055991,116.97643732327991,40.0,1.0,0,94,20358661,Ryan,0,0,0,0,United States,-73.98319,40.71823,New York
10471178,Rented Room,Apartment,Private room,1,1125,flexible,1,1.0,1.0,112,1204.209631728045,154.4988066825776,0.0,1.0,0,95,53957975,Jercilene,30,60,90,365,Brazil,-43.17933175178738,-22.941321220162784,Rio de Janeiro
10558807,Park Guell apartment with terrace,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,6,2.0,3.0,85,242.726862302483,43.026209677419345,0.0,6.0,51,91,54320669,Alexandra Y Juan,13,16,27,174,Spain,2.15836,41.41582,Barcelona
10560325,Spacious and well located apartment,Apartment,Entire home/apt,3,1125,strict_14_with_grace_period,6,1.5324909747292421,2.408679927667269,60,83.85128205128206,19.04387990762125,8.0,3.0,20,94,12870591,Andre,0,16,46,314,Portugal,-8.6114,41.16093,Porto
10570041,Jardim Botânico Gourmet 2 bdroom,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,6,2.0,5.0,395,1204.209631728045,154.4988066825776,35.0,4.0,9,95,3665789,Roberta (Beta) Gatti,17,47,77,342,Brazil,-43.22076222600562,-22.96448811710617,Rio de Janeiro
10573225,Charming Spacious Park Slope Studio,Guest suite,Entire home/apt,3,1125,moderate,3,1.3226863226863228,0.0,135,271.6562150055991,116.97643732327991,25.0,2.0,115,94,54539364,Ildiko,6,10,12,204,United States,-73.98307,40.6651,Brooklyn
1068505,Relaxing and Roomy in Crown Heights,Apartment,Private room,2,45,moderate,2,1.3226863226863228,1.0,50,271.6562150055991,116.97643732327991,10.0,1.0,46,94,2128778,Rachael,5,35,64,64,United States,-73.95667,40.67414,Brooklyn
10751153,Renovated Classic Design Studio with Sun Room,Apartment,Entire home/apt,3,40,strict_14_with_grace_period,3,1.5324909747292421,2.408679927667269,58,83.85128205128206,19.04387990762125,20.0,2.0,32,94,11417174,Maribel Monzo,29,59,84,359,Portugal,-8.60106,41.14684,Porto
10828339,Quarto espaçoso e arejado no Rio.,Hostel,Private room,3,7,flexible,2,1.0,1.0,187,1204.209631728045,154.4988066825776,0.0,1.0,1,95,28616106,Mariana,30,60,90,180,Brazil,-43.189916447135005,-22.976504206582874,Rio de Janeiro
10855800,Hospede-se com acesso fácil.,Condominium,Entire home/apt,5,1125,flexible,4,2.0,3.0,134,1204.209631728045,154.4988066825776,0.0,1.0,0,95,56230710,Rose,0,0,0,0,Brazil,-43.24972983198035,-22.862647394041378,Rio de Janeiro
10857454,Artist Garden Duplex Ft. Greene - 2.5 Bedroom,Apartment,Entire home/apt,2,30,strict_14_with_grace_period,8,1.3226863226863228,3.0,250,271.6562150055991,116.97643732327991,50.0,4.0,89,94,36894011,Miriam,13,16,30,198,United States,-73.97527,40.6884,Brooklyn
1038163,luxury apartment in istanbul taxsim,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,4,1.3490136570561457,1.9816232771822357,269,726.4401913875598,82.5373665480427,42.0,3.0,135,92,5386341,Osman,17,36,55,317,Turkey,28.98538,41.03326,Istanbul
10449328,Aluguel Temporada Casa São Conrado,House,Entire home/apt,5,1125,flexible,11,4.0,8.0,2499,1204.209631728045,154.4988066825776,0.0,1.0,0,95,33687645,Maria Pia,30,60,90,365,Brazil,-43.27502007153333,-22.99391888061395,Rio de Janeiro
10488837,Cozy House in Ortaköy,Apartment,Private room,1,1125,flexible,2,1.3490136570561457,1.9816232771822357,100,726.4401913875598,82.5373665480427,0.0,1.0,0,92,53849209,Orcun,30,60,90,365,Turkey,29.02519,41.05197,Beşiktaş
10552362,Sun filled comfortable apartment,Apartment,Entire home/apt,1,1125,strict_14_with_grace_period,2,1.5599343185550083,2.0148026315789473,85,433.06265060240975,90.51914893617023,0.0,1.0,2,93,23405752,Harry,0,0,0,0,Australia,151.22559,-33.87604,Rushcutters Bay
10612199,Serene luxury in Harlem,Apartment,Private room,3,1125,moderate,1,1.3226863226863228,1.0,80,271.6562150055991,116.97643732327991,0.0,1.0,10,94,54761069,Erika,5,35,65,339,United States,-73.95211,40.80708,New York
1063491,"Charming Apartment,perfect Location",Apartment,Entire home/apt,2,89,super_strict_30,4,1.0,2.0,351,1204.209631728045,154.4988066825776,60.0,2.0,110,95,1381764,Fabio,12,26,49,317,Brazil,-43.175966118975914,-22.964922391816017,Rio de Janeiro
10664888,PORTO DOWNTOWN FLATS-RIBEIRA STUDIO,Apartment,Entire home/apt,2,28,strict_14_with_grace_period,4,1.5324909747292421,2.408679927667269,55,83.85128205128206,19.04387990762125,7.0,2.0,62,94,35484736,Tim,3,12,24,243,Portugal,-8.61279,41.14106,Porto
10782351,City View Apartment,Serviced apartment,Entire home/apt,1,1125,moderate,3,1.3490136570561457,1.9816232771822357,211,726.4401913875598,82.5373665480427,89.0,1.0,1,92,3938375,Orhan,8,38,68,343,Turkey,28.98789,41.03445,Beyoglu
10819035,Comfort Room in Istanbul,Apartment,Private room,1,1125,flexible,1,1.3490136570561457,1.9816232771822357,53,726.4401913875598,82.5373665480427,0.0,1.0,0,92,4812766,Erhan,30,60,90,365,Turkey,29.08565,41.01499,Uskudar
10840938,Spacious 3bdrm. Artsy and Perfect Location!,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,5,3.0,1.7395659432387311,1146,1424.055718475073,179.45801526717557,60.0,4.0,125,91,930612,Melanie,7,24,47,306,Hong Kong,114.15202,22.28582,Hong Kong
10862541,AP. EM CONDOMINIO FECHADO,Apartment,Entire home/apt,1,1125,flexible,4,2.0,2.0,172,1204.209631728045,154.4988066825776,0.0,1.0,0,95,55601443,Adriano,0,0,0,0,Brazil,-43.21872245840377,-22.89142169593252,Rio de Janeiro
10706900,Apart-hotel w/ Wonderful Ocean View - 2 bedrooms!!,Apartment,Entire home/apt,3,1120,moderate,5,2.0,3.0,451,1204.209631728045,154.4988066825776,100.0,4.0,34,95,15560428,Aline,11,41,63,329,Brazil,-43.343027190397,-23.00878356989572,Rio de Janeiro
10802909,Room in the very ♥ of BCN - Unbeatable location,Condominium,Private room,2,1125,strict_14_with_grace_period,2,1.0,2.0,40,242.726862302483,43.026209677419345,0.0,1.0,122,91,55390614,Flo,8,14,27,253,Spain,2.17778,41.38049,Barcelona
10458796,Homely Room in 5-Star New Condo@MTR,Condominium,Private room,28,1125,strict_14_with_grace_period,2,1.0,1.7395659432387311,479,1424.055718475073,179.45801526717557,150.0,1.0,179,91,53247930,Crystal,0,3,3,3,Hong Kong,114.17094,22.32074,Mongkok
1058555,Nice Cosy Room In Taksim,Apartment,Private room,3,1125,strict_14_with_grace_period,2,1.3490136570561457,1.9816232771822357,105,726.4401913875598,82.5373665480427,60.0,1.0,31,92,5823933,Nihat,23,44,74,336,Turkey,28.98648,41.03376,Taksim
10596036,Apt Quarto e Sala amplo Laranjeiras,Apartment,Entire home/apt,5,1125,flexible,4,1.0,4.0,701,1204.209631728045,154.4988066825776,0.0,1.0,0,95,47039858,Marianna,0,0,0,0,Brazil,-43.17974071338275,-22.9313871086666,Rio de Janeiro
10677883,Great location in Barcelona,Apartment,Entire home/apt,200,1125,strict_14_with_grace_period,5,4.0,4.0,31,242.726862302483,43.026209677419345,0.0,2.0,2,91,6151720,Marina E Mickael,23,53,83,358,Spain,2.19057,41.41254,Barcelona
1069531,"Asia House, Garden Room, Princevile",Guest suite,Private room,3,21,strict_14_with_grace_period,2,1.3226863226863228,1.0,139,271.6562150055991,116.97643732327991,35.0,2.0,167,94,5884464,Coral,3,5,11,276,United States,-159.48653,22.22739,Princeville
10850008,Big Private BR Steps to Barnard Columbia & Subways,Apartment,Private room,1,1125,strict_14_with_grace_period,2,1.3226863226863228,1.0,128,271.6562150055991,116.97643732327991,45.0,1.0,29,94,56197328,Paul,30,60,87,267,United States,-73.9648,40.80732,New York
10887852,Cozy Hell's Kitchen Apt,Apartment,Entire home/apt,1,1125,strict_14_with_grace_period,2,1.3226863226863228,1.0,125,271.6562150055991,116.97643732327991,0.0,1.0,60,94,39754804,Karen,1,1,1,66,United States,-73.99482,40.76438,New York
1090153,Aquilla House - Ocean Views Newport,House,Entire home/apt,7,60,strict_14_with_grace_period,8,1.5599343185550083,2.0148026315789473,500,433.06265060240975,90.51914893617023,0.0,1.0,3,93,5990033,Susannah,28,58,88,363,Australia,151.31572,-33.65212,Newport
10373872,Apartamento Mobiliado - Lgo do Machado,Apartment,Entire home/apt,30,365,strict_14_with_grace_period,4,1.0,2.0,149,1204.209631728045,154.4988066825776,40.0,2.0,0,95,15152328,Marcelo,0,11,41,316,Brazil,-43.178886292069244,-22.931715899178695,Rio de Janeiro
10411341,Beautiful flat with services,Apartment,Entire home/apt,3,1125,strict_14_with_grace_period,4,2.0,2.0,351,1204.209631728045,154.4988066825776,500.0,4.0,32,95,36696735,Liliane,3,18,41,316,Brazil,-43.20577175003696,-22.982557305257775,Rio de Janeiro
102995,UWS Brownstone Near Central Park,Apartment,Entire home/apt,21,30,moderate,3,1.3226863226863228,3.0,212,271.6562150055991,116.97643732327991,0.0,1.0,45,94,178043,Chas,0,3,5,5,United States,-73.9696,40.78558,New York
10911771,causeway bay MTR+Tidy Quad room&YT,Apartment,Private room,1,2147483647,strict_14_with_grace_period,4,1.0,1.7395659432387311,597,1424.055718475073,179.45801526717557,0.0,1.0,15,91,52473150,Danny,0,0,0,32,Hong Kong,114.18651,22.28186,Causeway Bay
10624493,Cozy apartment 3 mins TAIWAI Subway,Apartment,Entire home/apt,7,365,flexible,5,2.0,1.7395659432387311,801,1424.055718475073,179.45801526717557,0.0,1.0,0,91,19543283,Naomi,0,0,0,0,Hong Kong,114.12074,22.40547,Shatin 
10639317,"Kadiköy, Moda, close to transports",Apartment,Private room,1,1125,flexible,2,1.3490136570561457,1.9816232771822357,137,726.4401913875598,82.5373665480427,0.0,1.0,0,92,25679882,Bertille,0,0,0,0,Turkey,29.02588,40.98825,Kadikoy
10332161,A large sunny bedroom,Apartment,Private room,3,1125,moderate,1,1.3226863226863228,1.0,35,271.6562150055991,116.97643732327991,0.0,1.0,2,94,53169195,Ehssan,0,0,0,0,United States,-73.90052,40.85598,Bronx
10343118,Best location 1BR Apt in HK - Shops & Sights,Apartment,Entire home/apt,1,60,strict_14_with_grace_period,4,1.0,1.7395659432387311,997,1424.055718475073,179.45801526717557,160.0,2.0,145,91,2657469,Simon,20,50,80,170,Hong Kong,114.17088,22.29663,Hong Kong
