Id,Name,Property_type,Room_type,Min_nights,Max_nights,Cancellation_policy,Accomodates,Total_bedrooms,Total_beds,Price,Security_deposit,Cleaning_fee,Extra_people,Guests_included,No_of_reviews,Review_scores,Host_id,Host_name,Availability_30,Availability_60,Availability_90,Availability_365,Country,Longitude,Latitude,City
18139590,The Porto Concierge - Green Building - 1E,Apartment,Entire home/apt,2,1125,flexible,2,1.5324909747292421,2.408679927667269,55,83.85128205128206,19.04387990762125,10.0,2.0,23,94,125050921,Isidro,12,36,66,341,Portugal,-8.60874,41.14922,Porto
18174806,bel appartement ensoleillé.,Apartment,Entire home/apt,4,20,flexible,4,2.0,2.0,50,324.84578313253013,50.470715835141,8.0,1.0,2,93,9447429,Faustine,0,23,53,53,Canada,-73.62719,45.52577,Montreal
18294732,"Modern Apartment in Kennedy Town, super convenient",Apartment,Entire home/apt,3,1125,flexible,2,1.0,1.7395659432387311,801,1424.055718475073,179.45801526717557,0.0,1.0,6,91,36336254,Stella,0,0,0,0,Hong Kong,114.12722,22.28271,Hong Kong
18375815,Spacious private room close St. Barnabas Hospital,Apartment,Private room,2,90,moderate,2,1.3226863226863228,1.0,38,271.6562150055991,116.97643732327991,20.0,1.0,27,94,127249880,Emma,1,31,61,336,United States,-73.89299,40.84647,Bronx
1797689,STUDIO IN COPACABANA,Apartment,Private room,1,90,strict_14_with_grace_period,2,1.0,1.0,93,1204.209631728045,154.4988066825776,50.0,2.0,144,95,9130380,Sergio,0,29,59,326,Brazil,-43.19289118221461,-22.980247516791014,Rio de Janeiro
18031341,Cozy Studio in Wan Chai,Apartment,Entire home/apt,3,7,flexible,2,1.0,1.7395659432387311,314,1424.055718475073,179.45801526717557,0.0,1.0,0,91,31095330,Batiste,0,0,0,0,Hong Kong,114.17872,22.2795,Hong Kong
18077770,"New 1BD Condo in Napili Ridge, Walk to Beach",Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,3,1.3226863226863228,2.0,99,271.6562150055991,116.97643732327991,20.0,2.0,38,94,114216441,Linda-Lee,7,16,35,286,United States,-156.66917,20.98857,Lahaina
18096846,SINGLE room (Furnished) KennedyTown (MTR ExitB),Apartment,Private room,10,1125,strict_14_with_grace_period,1,1.0,1.7395659432387311,196,1424.055718475073,179.45801526717557,0.0,1.0,4,91,121016246,Raymond,9,13,43,43,Hong Kong,114.13011,22.28175,Hong Kong
18220498,Large and bright room near the beach - Poblenou,Apartment,Private room,2,1125,moderate,2,1.0,1.0,52,242.726862302483,43.026209677419345,7.0,1.0,22,91,40211677,Sofia,10,38,68,68,Spain,2.19603,41.39933,Barcelona
18294310,Center of Waikiki Renovated Ocean View Condo(MS03),Condominium,Entire home/apt,2,1125,strict_14_with_grace_period,3,1.3226863226863228,1.0,148,271.6562150055991,116.97643732327991,0.0,1.0,59,94,42705922,Lei Hawaii,11,13,30,247,United States,-157.82792,21.28065,Honolulu
18149310,Warehouse style studio,Guest suite,Entire home/apt,2,1126,flexible,2,1.5599343185550083,2.0148026315789473,151,433.06265060240975,90.51914893617023,50.0,2.0,9,93,59830753,Ian,27,54,84,359,Australia,151.32068,-33.6212,Avalon Beach
18157368,Room  in Taksim/Pera very Close to İstiklal Str.,Apartment,Private room,2,360,strict_14_with_grace_period,2,1.3490136570561457,1.9816232771822357,53,726.4401913875598,82.5373665480427,40.0,1.0,14,92,125221509,Vural,13,33,63,338,Turkey,28.97237,41.03114,Beyoglu
18194415,"Room in just-refurbished, classic brownstone flat.",Apartment,Private room,1,3,flexible,1,1.3226863226863228,1.0,75,271.6562150055991,116.97643732327991,0.0,1.0,0,94,125567809,Gene,0,0,0,0,United States,-73.98141,40.67213,Brooklyn
18252479,"V.N.Gaia Center , 10min Porto Center",Apartment,Private room,1,5,moderate,2,1.5324909747292421,2.408679927667269,45,83.85128205128206,19.04387990762125,10.0,1.0,16,94,47694665,Olga,30,60,90,90,Portugal,-8.60757,41.1163,Vila Nova de Gaia
17832869,Free Parking! North Star Flats@Ribeira & Cellars 1,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,4,1.5324909747292421,2.408679927667269,45,83.85128205128206,19.04387990762125,10.0,2.0,92,94,65558390,Maria Fernando,21,45,64,296,Portugal,-8.61351,41.1375,Vila Nova de Gaia
17892346,Rosemont :) Big Cozy Room,Condominium,Private room,2,1125,moderate,2,1.0,1.0,36,324.84578313253013,50.470715835141,20.0,1.0,24,93,5846872,Dominic,14,28,41,221,Canada,-73.58724,45.54516,Montreal
18137446,Peaceful hometown with perfect sea and forest view,Apartment,Entire home/apt,4,365,moderate,8,1.3490136570561457,1.9816232771822357,501,726.4401913875598,82.5373665480427,0.0,1.0,15,92,35603489,Emel,15,24,47,123,Turkey,28.78406,40.97867,Bakırköy
18219254,Cozy room in Sagrada Familia,Apartment,Private room,5,90,strict_14_with_grace_period,2,1.0,2.0,15,242.726862302483,43.026209677419345,5.0,1.0,99,91,7199745,Jeremy,0,0,6,91,Spain,2.181,41.40318,Barcelona
18309220,Taşdelen kardiyum sakin oda,Apartment,Entire home/apt,1,30,flexible,1,1.3490136570561457,1.9816232771822357,69,726.4401913875598,82.5373665480427,0.0,1.0,0,92,108366594,Yucel,29,59,89,89,Turkey,29.22225,41.03629,Çekmeköy
18315277,Bright and Breezy Bondi Beach Pad,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,4,1.5599343185550083,2.0148026315789473,141,433.06265060240975,90.51914893617023,25.0,2.0,40,93,9675822,Sarah,11,41,71,162,Australia,151.27232,-33.88826,Bondi Beach
18330450,The Porto Concierge - Belvedere First,Apartment,Entire home/apt,2,1125,moderate,4,1.5324909747292421,2.408679927667269,60,83.85128205128206,19.04387990762125,10.0,2.0,121,94,75552448,José,13,43,73,341,Portugal,-8.61725,41.1519,Porto
18465195,House Of Hawaii Dreams,Guesthouse,Entire home/apt,2,60,strict_14_with_grace_period,6,1.3226863226863228,3.0,299,271.6562150055991,116.97643732327991,0.0,1.0,60,94,128054997,Hannah,6,24,35,258,United States,-157.75874,21.28212,Honolulu
18446380,relaxing in Porto,Apartment,Entire home/apt,2,1125,moderate,2,1.5324909747292421,2.408679927667269,35,83.85128205128206,19.04387990762125,10.0,2.0,26,94,38727307,Isabel,0,0,0,15,Portugal,-8.62281,41.16264,Porto
18487499,Hale Nui Ohana,House,Entire home/apt,5,1125,strict_14_with_grace_period,14,1.3226863226863228,4.0,343,271.6562150055991,116.97643732327991,25.0,8.0,2,94,107503112,Wayne B.,29,59,89,352,United States,-155.9684,19.61198,Kailua-Kona
18467111,旺角獨立房間,Guest suite,Private room,1,5,flexible,1,1.0,1.7395659432387311,447,1424.055718475073,179.45801526717557,100.0,1.0,0,91,54796073,Victor,0,0,0,0,Hong Kong,114.1705,22.31998,Hong Kong
18571579,日本人がﾎｽﾄする香港西貢のAirbnb,Apartment,Private room,1,1125,moderate,1,2.0,1.7395659432387311,353,1424.055718475073,179.45801526717557,150.0,1.0,6,91,117292423,Kaz,14,14,34,240,Hong Kong,114.28777,22.39392,Hong Kong
18704012,"Great, light filled room with ensuite private bath",Apartment,Private room,2,1125,moderate,2,1.3226863226863228,1.0,120,271.6562150055991,116.97643732327991,0.0,1.0,3,94,1038989,Kung,0,0,0,0,United States,-73.94001,40.7097,Brooklyn
18772566,East Village Renovated Apartment,Apartment,Private room,1,1125,strict_14_with_grace_period,1,1.3226863226863228,1.0,60,271.6562150055991,116.97643732327991,0.0,1.0,4,94,45406531,Skip,0,0,0,0,United States,-73.98365,40.73051,New York
18905958,Private room between Bondi Beach and Junction,Apartment,Private room,1,1125,flexible,1,1.5599343185550083,2.0148026315789473,50,433.06265060240975,90.51914893617023,0.0,1.0,2,93,27036805,Eric,0,0,0,0,Australia,151.26665,-33.89161,Bondi Beach
18909301,The Porto Concierge - Horus House,Apartment,Entire home/apt,2,1125,moderate,4,1.5324909747292421,2.408679927667269,50,83.85128205128206,19.04387990762125,0.0,1.0,30,94,131782286,Jose,20,50,76,329,Portugal,-8.61001,41.1671,Porto
18994805,Chambre double- à deux pas du métro,Apartment,Private room,1,3,flexible,2,1.0,1.0,23,324.84578313253013,50.470715835141,0.0,1.0,3,93,132500182,Ève,0,0,0,0,Canada,-73.63168,45.54549,Montreal
18999236,Cebu Hotel Deluxe Single Room #3 Ensuite Bathroom,Guesthouse,Private room,1,31,strict_14_with_grace_period,1,0.0,1.7395659432387311,196,1424.055718475073,179.45801526717557,0.0,1.0,34,91,32819217,Cebu,30,60,90,143,Hong Kong,114.17237,22.29738,Hong Kong
19095535,MongkoK MTR:Family Hotel for 4 ppl,Hotel,Private room,1,1125,strict_14_with_grace_period,4,1.0,1.7395659432387311,447,1424.055718475073,179.45801526717557,0.0,1.0,28,91,31113999,Selena,21,51,81,160,Hong Kong,114.16977,22.32245,Hong Kong
19104230,Air conditioned townhouse with furnished room!!,Townhouse,Private room,1,31,strict_14_with_grace_period,2,1.3226863226863228,1.0,85,271.6562150055991,116.97643732327991,0.0,1.0,91,94,13161520,James,29,51,81,356,United States,-158.07366,21.32452,Kapolei
19221893,VayCay with Southern Comfort and the Aloha Spirit,House,Entire home/apt,7,1125,moderate,8,1.3226863226863228,6.0,280,271.6562150055991,116.97643732327991,10.0,6.0,11,94,112279253,Eric,4,34,64,154,United States,-158.02927,21.40389,Waipahu
19249207,46E Tanford Western Style 2 bedroom apartment,Apartment,Entire home/apt,28,180,strict_14_with_grace_period,4,2.0,1.7395659432387311,848,1424.055718475073,179.45801526717557,0.0,1.0,0,91,30670034,Travina,23,53,83,358,Hong Kong,113.9522,22.29421,Hong Kong
18527139,Cozy studio in front of Parc La Fonteine,Apartment,Entire home/apt,1,14,moderate,3,1.0,2.0,40,324.84578313253013,50.470715835141,0.0,1.0,18,93,30120403,Rafael,0,0,0,0,Canada,-73.57349,45.52813,Montreal
18891380,Room in a historical apartment in Beyoglu.,Serviced apartment,Private room,3,1125,moderate,2,1.3490136570561457,1.9816232771822357,111,726.4401913875598,82.5373665480427,119.0,2.0,2,92,131637799,Ahmet,29,59,89,89,Turkey,28.98141,41.03494,Beyoglu
18917356,"Double sized room with king bed, perfect location",Townhouse,Private room,2,1125,flexible,2,1.5599343185550083,2.0148026315789473,63,433.06265060240975,90.51914893617023,0.0,1.0,3,93,20373808,Matt,0,0,0,0,Australia,151.19156,-33.89957,Alexandria
19080306,Cozy basement with 2 bedrooms for 4 people in NDG,House,Entire home/apt,2,7,moderate,5,2.0,3.0,74,324.84578313253013,50.470715835141,21.0,4.0,53,93,4435799,Sakina,0,0,0,0,Canada,-73.6434,45.46425,Montreal
19141928,Waikiki Residents,Condominium,Entire home/apt,7,1125,strict_14_with_grace_period,2,1.3226863226863228,1.0,95,271.6562150055991,116.97643732327991,0.0,1.0,1,94,13469110,Lance,8,9,9,9,United States,-157.82722,21.28223,Honolulu
1852730,"Centrally located, new renovation",Apartment,Entire home/apt,3,1125,flexible,4,2.0,1.7395659432387311,903,1424.055718475073,179.45801526717557,0.0,1.0,1,91,9674420,Pete,0,0,0,0,Hong Kong,114.15086,22.28056,Hong Kong
18711459,THE ROOM WITH BALCONY in CIHANGIR + FREE WIFI,Apartment,Private room,2,1125,strict_14_with_grace_period,1,1.3490136570561457,1.9816232771822357,237,726.4401913875598,82.5373665480427,0.0,1.0,0,92,128093488,Enes,11,11,11,11,Turkey,28.98043,41.02979,Beyoglu
18859786,Luxury Retreat On Maunalani Heights Honolulu,Bungalow,Entire home/apt,1,30,flexible,4,1.3226863226863228,2.0,180,271.6562150055991,116.97643732327991,0.0,1.0,102,94,91922030,Michael,0,9,28,296,United States,-157.78795,21.29712,Honolulu
18917540,Sunny Modern Bedroom 30 seconds from Subway!,Apartment,Private room,2,1125,strict_14_with_grace_period,2,1.3226863226863228,1.0,100,271.6562150055991,116.97643732327991,0.0,1.0,13,94,779551,Lana,0,0,0,0,United States,-73.93154,40.75844,New York
19049757,Liiiving in Porto | Foz Terrace Studio,Apartment,Entire home/apt,3,1125,moderate,3,1.5324909747292421,2.408679927667269,100,83.85128205128206,19.04387990762125,25.0,2.0,4,94,30907275,Liiiving,23,53,83,348,Portugal,-8.67971,41.16195,Porto
19173256,Belo Apartamento no centro do Porto.,Apartment,Entire home/apt,5,15,flexible,6,1.5324909747292421,2.408679927667269,100,83.85128205128206,19.04387990762125,0.0,1.0,0,94,9743936,Ana,0,0,0,0,Portugal,-8.60355,41.15277,Porto
19178913,"Waipio Valley Nanea, Private Deck & Ocean Views",Guest suite,Entire home/apt,2,1125,strict_14_with_grace_period,2,1.3226863226863228,1.0,155,271.6562150055991,116.97643732327991,50.0,2.0,50,94,983113,Erik,13,43,71,340,United States,-155.58451,20.11881,Honokaa
19220298,Private Room in tranquil Mongkok apartment,Apartment,Private room,2,7,moderate,2,1.0,1.7395659432387311,353,1424.055718475073,179.45801526717557,0.0,2.0,23,91,18800820,Edwin,0,0,0,0,Hong Kong,114.17198,22.31578,Hong Kong
18616850,The Paddington Cottage | Sydney Eastern Suburbs,House,Entire home/apt,2,1125,strict_14_with_grace_period,3,1.5599343185550083,2.0148026315789473,350,433.06265060240975,90.51914893617023,0.0,1.0,21,93,6232360,Bradley,0,0,0,0,Australia,151.22243,-33.88325,Paddington
18908638,Renovated 20min train to enter city 5min to subway,Townhouse,Private room,2,28,strict_14_with_grace_period,1,1.3226863226863228,1.0,41,271.6562150055991,116.97643732327991,15.0,1.0,90,94,20438455,Jason,22,52,82,82,United States,-73.98209,40.63993,Brooklyn
19060682,Akin YellowHouse 2nd floor twin room good location,Apartment,Private room,2,1125,moderate,2,1.3490136570561457,1.9816232771822357,142,726.4401913875598,82.5373665480427,0.0,1.0,0,92,33729698,Tahir,27,57,87,362,Turkey,28.94917,41.02957,Fatih
19063118,JFK 10 & LGA 15 MINUTES AWAY A/C PRIVATE BEDROOM B,House,Private room,1,7,strict_14_with_grace_period,1,1.3226863226863228,1.0,50,271.6562150055991,116.97643732327991,0.0,1.0,106,94,22959695,Gurpreet  Singh,0,0,0,0,United States,-73.8252,40.69502,Queens
19100444,Wonderful double-room centrally located,Apartment,Private room,2,1125,moderate,2,1.0,1.0,26,242.726862302483,43.026209677419345,18.0,1.0,32,91,133432723,Victoria & Ivan,25,55,82,107,Spain,2.17691,41.40525,Barcelona
19142081,Maui Sunset large one bedroom condo sleeps 4. A-206,Condominium,Entire home/apt,5,90,super_strict_60,4,1.3226863226863228,1.0,256,271.6562150055991,116.97643732327991,0.0,4.0,0,94,132087088,Maui Condo,4,9,23,261,United States,-156.45645,20.75522,KIHEI
1915001,Hawaii - West Oahu - 3-Bedroom Home,House,Entire home/apt,2,40,strict_14_with_grace_period,6,1.3226863226863228,3.0,168,271.6562150055991,116.97643732327991,25.0,6.0,122,94,9932670,Dulce,0,0,0,33,United States,-158.16608,21.40539,Waianae
19170546,Jolly Bolhão,Apartment,Entire home/apt,2,1125,moderate,4,1.5324909747292421,2.408679927667269,30,83.85128205128206,19.04387990762125,10.0,2.0,86,94,100267827,Carlos,10,28,50,50,Portugal,-8.60257,41.14851,Porto
19241544,Kolea Resort at Waikoloa Beach,Condominium,Entire home/apt,4,60,strict_14_with_grace_period,9,1.3226863226863228,5.0,500,271.6562150055991,116.97643732327991,0.0,1.0,6,94,33873516,Gayle,3,6,17,169,United States,-155.88843,19.91954,Waikoloa Village
19253090,Family Outdoor Hammock Camping Cabana,Hut,Private room,1,30,strict_14_with_grace_period,3,1.3226863226863228,3.0,68,271.6562150055991,116.97643732327991,0.0,3.0,4,94,4965048,Mathew,10,35,57,316,United States,-155.10658,19.86094,Pepeekeo
18721645,High Floor-Ocean View! 2 Bed/2 Ba/1 Pkg WBT#2302,Condominium,Entire home/apt,3,1125,super_strict_30,6,1.3226863226863228,4.0,551,271.6562150055991,116.97643732327991,0.0,1.0,9,94,69552498,Captain Cook Resorts,4,16,27,179,United States,-157.8236,21.27477,Honolulu
18914730,IDEALLY LOCATED COZY COTTAGE,Guesthouse,Entire home/apt,1,29,strict_14_with_grace_period,2,1.3226863226863228,1.0,95,271.6562150055991,116.97643732327991,20.0,2.0,232,94,1776707,Luis,23,50,78,352,United States,-73.82511,40.83051,Bronx
18925556,H MERIDIANA 1,Apartment,Private room,32,365,strict_14_with_grace_period,2,1.0,1.0,19,242.726862302483,43.026209677419345,15.0,1.0,0,91,34964499,Catherine,0,0,0,264,Spain,2.187,41.41361,Barcelona
191079,Single private room(Gray),Apartment,Private room,10,1124,strict_14_with_grace_period,1,1.3490136570561457,1.9816232771822357,63,726.4401913875598,82.5373665480427,30.0,1.0,20,92,666066,Ali,0,0,0,262,Turkey,28.97604,41.02976,Istanbul
19197922,1 Bed Apartment with oceans views near Manly,Apartment,Entire home/apt,3,1125,strict_14_with_grace_period,3,1.5599343185550083,2.0148026315789473,129,433.06265060240975,90.51914893617023,25.0,2.0,8,93,52243859,Brigitte,4,34,64,339,Australia,151.28567,-33.75922,North Curl Curl
18594608,Happy studio,Apartment,Entire home/apt,7,100,strict_14_with_grace_period,4,1.5324909747292421,2.408679927667269,35,83.85128205128206,19.04387990762125,25.0,1.0,4,94,94998397,Jorge,30,60,90,365,Portugal,-8.63583,41.13444,Vila Nova de Gaia
18512156,MODERNIST AND LUXURIOUS FLAT IN IDYLLIC LOCATION,Apartment,Entire home/apt,32,1125,strict_14_with_grace_period,4,2.0,2.0,74,242.726862302483,43.026209677419345,0.0,2.0,0,91,7843388,Leyre,0,0,0,183,Spain,2.15816,41.38974,Barcelona
18620288,Harbour Views from North Sydney High Street,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,4,1.5599343185550083,2.0148026315789473,145,433.06265060240975,90.51914893617023,10.0,2.0,74,93,17714205,Stephen (Sydney Holiday Rentals),2,13,26,179,Australia,151.21634,-33.84424,North Sydney
18712467,Room with balcony,Apartment,Private room,3,112,moderate,2,1.0,1.0,40,242.726862302483,43.026209677419345,15.0,1.0,13,91,23771677,Roman,30,60,90,365,Spain,2.18269,41.40006,Barcelona
18769857,Cosy Terrace Studio,Apartment,Entire home/apt,1,365,moderate,2,1.5324909747292421,2.408679927667269,35,83.85128205128206,19.04387990762125,5.0,1.0,55,94,130609625,Miguel,30,60,90,176,Portugal,-8.61902,41.16112,Porto
18793287,The Cov @ Marrickville (the Brooklyn of Sydney),House,Entire home/apt,2,1125,moderate,4,1.5599343185550083,2.0148026315789473,200,433.06265060240975,90.51914893617023,0.0,1.0,24,93,12402075,Joy,13,13,13,72,Australia,151.1542,-33.91676,Marrickville
18916525,Spacious studio in tranquil environment,Apartment,Entire home/apt,2,90,moderate,2,0.0,1.7395659432387311,589,1424.055718475073,179.45801526717557,0.0,1.0,3,91,131847600,Mátyás,0,0,0,0,Hong Kong,114.13245,22.28357,Hong Kong
19165058,Beautiful Apartment near Bondi Junction,Apartment,Private room,2,1125,flexible,2,1.5599343185550083,2.0148026315789473,50,433.06265060240975,90.51914893617023,0.0,1.0,1,93,132587029,Solange,0,0,0,0,Australia,151.24043,-33.88909,Woollahra
18446434,Lanikai Plantation - 4 bedrooms/3 baths,House,Private room,4,1125,strict_14_with_grace_period,8,1.3226863226863228,5.0,595,271.6562150055991,116.97643732327991,20.0,8.0,2,94,81170179,Lori,8,28,58,145,United States,-157.71179,21.38483,Kailua
18452244,Spacious 3 BR 12ppl Beside MTR :),Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,12,3.0,1.7395659432387311,1397,1424.055718475073,179.45801526717557,0.0,1.0,9,91,14634338,Rick,8,24,51,322,Hong Kong,114.17134,22.31326,Hong Kong
18472801,Sunny loft-style apartment in Place-des-Arts !,Loft,Entire home/apt,1,7,strict_14_with_grace_period,2,1.0,1.0,301,324.84578313253013,50.470715835141,10.0,2.0,5,93,16588093,Montréal,30,60,90,90,Canada,-73.57067,45.51123,Montreal
18585742,Auwailani Garden Apartment,Apartment,Entire home/apt,3,14,moderate,4,1.3226863226863228,2.0,96,271.6562150055991,116.97643732327991,10.0,3.0,70,94,73622629,Susie,12,28,51,296,United States,-157.79928,21.41246,Kaneohe
18700419,Single Room PrivateBathroom MonthlyRental 3 單人套房月租,Apartment,Private room,28,1125,strict_14_with_grace_period,1,0.0,1.7395659432387311,181,1424.055718475073,179.45801526717557,0.0,1.0,0,91,30098437,Dragon Hostel,30,60,90,365,Hong Kong,114.17016,22.32113,Mongkok
1882020,FURNISHED BACHELOR APARTMENT,Apartment,Entire home/apt,1,1125,strict_14_with_grace_period,2,0.0,1.0,60,324.84578313253013,50.470715835141,0.0,1.0,33,93,9797561,Pamela & Fernando,0,0,0,0,Canada,-73.60503,45.53707,Montreal
19036802,Luminous Vintage Room near Plaza España,Apartment,Private room,2,1125,strict_14_with_grace_period,2,1.0,2.0,25,242.726862302483,43.026209677419345,20.0,2.0,87,91,7956108,Stephanie & Edgardo,3,13,30,75,Spain,2.13769,41.3646,Barcelona
1907162,A beach break AND a lake!,Apartment,Entire home/apt,3,1125,strict_14_with_grace_period,4,1.5599343185550083,2.0148026315789473,300,433.06265060240975,90.51914893617023,0.0,1.0,4,93,9898323,Teri,29,59,89,364,Australia,151.29793,-33.71992,Narrabeen
19083972,450sf entire place in Kennedy Town,Apartment,Entire home/apt,3,365,flexible,2,1.0,1.7395659432387311,400,1424.055718475073,179.45801526717557,0.0,1.0,39,91,57060253,Mandy,6,16,40,315,Hong Kong,114.13009,22.28313,Hong Kong
19098733,Cozy Efficiency Studio on Best West Chelsea Block!,Apartment,Entire home/apt,30,180,strict_14_with_grace_period,2,1.3226863226863228,1.0,149,271.6562150055991,116.97643732327991,0.0,1.0,1,94,82920107,Zach,5,35,65,339,United States,-74.00559,40.74619,New York
1912695,Oceanfront penthouse with private pool in Copacabana!,Apartment,Entire home/apt,1,1125,super_strict_60,6,3.0,3.0,1250,1204.209631728045,154.4988066825776,0.0,6.0,34,95,4613553,Frank,3,15,26,234,Brazil,-43.18773342918093,-22.976748748799693,Rio de Janeiro
19213844,Cozy and convenient home near Time Square HK,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,8,3.0,1.7395659432387311,1499,1424.055718475073,179.45801526717557,150.0,6.0,47,91,31766138,Jeremy,6,19,49,139,Hong Kong,114.18369,22.27966,Hong Kong
18569613,Beautiful 4 level terrace in the heart of Sydney!,House,Entire home/apt,4,21,moderate,7,1.5599343185550083,2.0148026315789473,274,433.06265060240975,90.51914893617023,0.0,1.0,3,93,4367293,Jaime,0,0,0,0,Australia,151.19858,-33.88672,Chippendale
18543540,Old Greek Home 1+1 (Near Bosporus),House,Shared room,1,1125,flexible,1,1.3490136570561457,1.9816232771822357,100,726.4401913875598,82.5373665480427,0.0,1.0,0,92,124808557,Srcn,29,59,89,364,Turkey,29.06903,41.12113,Yeniköy
18586018,3 BDR APT AND ROOFTOP ONE TRAIN STOP TO MANHATAN,Apartment,Entire home/apt,2,1125,flexible,6,1.3226863226863228,3.0,315,271.6562150055991,116.97643732327991,40.0,6.0,100,94,69124870,Ana Y Victor,3,10,26,236,United States,-73.96311,40.71047,Brooklyn
18809312,Cosy Double Room in a bright flat!,Apartment,Private room,2,1125,moderate,2,1.0,1.0,70,242.726862302483,43.026209677419345,10.0,1.0,8,91,2059850,Milena,28,58,88,113,Spain,2.16072,41.406,Barcelona
18849075,JF Cozy Apartment Blue,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,4,1.5324909747292421,2.408679927667269,70,83.85128205128206,19.04387990762125,20.0,2.0,59,94,28389484,Maria,19,32,43,294,Portugal,-8.61336,41.14868,Porto
1886978,Sunny & Budget Friendly,Townhouse,Private room,5,90,strict_14_with_grace_period,2,1.3226863226863228,1.0,32,271.6562150055991,116.97643732327991,10.0,1.0,78,94,9522524,Nancy & Patrick,16,39,69,304,United States,-73.89501,40.64674,Brooklyn
18877786,近大学24小时安保豪华公寓长短租,Apartment,Entire home/apt,180,1000,flexible,3,1.0,1.0,105,324.84578313253013,50.470715835141,0.0,1.0,0,93,131542702,Wang,30,60,90,365,Canada,-73.57264,45.49594,Montreal
19037045,Cosy Studio / pool / barbecue / sunny lounge,Apartment,Entire home/apt,2,90,strict_14_with_grace_period,3,1.5324909747292421,2.408679927667269,60,83.85128205128206,19.04387990762125,15.0,2.0,25,94,6250742,Fred,30,60,87,351,Portugal,-8.60968,41.18382,Porto
19149590,OPORTO Home Sweet Home,Apartment,Entire home/apt,2,15,strict_14_with_grace_period,2,1.5324909747292421,2.408679927667269,65,83.85128205128206,19.04387990762125,100.0,2.0,24,94,44830407,Catia,28,58,83,357,Portugal,-8.60957,41.15363,Porto
19244141,we hospitable.we want to learn englsh.mywife and i,Apartment,Private room,1,6,flexible,1,1.3490136570561457,1.9816232771822357,26,726.4401913875598,82.5373665480427,0.0,1.0,4,92,69992876,Sunay,30,60,90,365,Turkey,28.93684,41.00474,Fatih
19246639,Pedro Cem Apartment With Free Parking and Terrace.,Apartment,Entire home/apt,2,1125,moderate,6,1.5324909747292421,2.408679927667269,65,83.85128205128206,19.04387990762125,10.0,4.0,96,94,134228502,Pedro Cem,12,29,39,111,Portugal,-8.62506,41.15087,Porto
18675215,Modern Sunny Midtown Gem,Apartment,Entire home/apt,3,1125,moderate,3,1.3226863226863228,2.0,195,271.6562150055991,116.97643732327991,0.0,1.0,14,94,18838868,Leah,0,0,0,0,United States,-73.98163,40.74452,New York
18694750,Fabulous Beach Front Penthouse,Apartment,Entire home/apt,3,28,moderate,8,1.5324909747292421,2.408679927667269,200,83.85128205128206,19.04387990762125,25.0,9.0,12,94,129967760,Manuela,30,60,90,324,Portugal,-8.73638,41.30637,Mindelo
18730346,Double room in Poble sec,Apartment,Private room,2,1125,flexible,2,1.0,1.0,25,242.726862302483,43.026209677419345,15.0,1.0,42,91,130265495,Dino,5,12,27,295,Spain,2.16187,41.37292,Barcelona
18917022,Beach House Manly Apartment 4,Apartment,Entire home/apt,1,1125,strict_14_with_grace_period,5,1.5599343185550083,2.0148026315789473,195,433.06265060240975,90.51914893617023,20.0,4.0,12,93,5818194,Rod,0,0,0,0,Australia,151.29402,-33.80149,Manly
18944834,Huge private bedroom in the heart of Manhattan,Apartment,Private room,2,1125,strict_14_with_grace_period,1,1.3226863226863228,1.0,72,271.6562150055991,116.97643732327991,0.0,2.0,41,94,5295202,Uly,0,0,0,0,United States,-73.9618,40.76387,New York
19030149,"Beautiful, Comfortable Apt. in Convenient Location",House,Entire home/apt,2,28,moderate,6,1.3226863226863228,3.0,110,271.6562150055991,116.97643732327991,15.0,4.0,65,94,182461,Jose,5,6,22,39,United States,-73.85568,40.67488,Queens
19057068,Conduit Rd Luxury Mid-Levels Apt,Apartment,Entire home/apt,3,1125,strict_14_with_grace_period,3,1.0,1.7395659432387311,1499,1424.055718475073,179.45801526717557,0.0,1.0,1,91,131896044,Niels,0,0,0,0,Hong Kong,114.14943,22.27814,Hong Kong
19068240,"1BR condo, full kitchen, Lanai, value in Kapaa",Condominium,Entire home/apt,3,1125,strict_14_with_grace_period,2,1.3226863226863228,1.0,129,271.6562150055991,116.97643732327991,0.0,1.0,20,94,28230850,Robert,4,6,11,172,United States,-159.32473,22.05532,Kapaa
19142002,Complete Kitchen Remodel in this 1bd/1ba garden view condo in South Kihei at the Kihei Akahi. D-208,Condominium,Entire home/apt,5,90,super_strict_60,2,1.3226863226863228,1.0,239,271.6562150055991,116.97643732327991,0.0,2.0,2,94,132087088,Maui Condo,2,4,34,197,United States,-156.44543,20.71513,KIHEI
19160496,"Room in Duplex, 5 minutes from beach.",Condominium,Private room,1,7,moderate,2,1.5324909747292421,2.408679927667269,29,83.85128205128206,19.04387990762125,10.0,2.0,23,94,7657931,Shilan& Jorge,30,44,70,70,Portugal,-8.70197,41.19964,Leça da Palmeira
